ID,카드명,이미지파일명,코스트,카드설명,유형,속성,레어도,파워,히트,레벨,소속,키워드,제품명,IP,variant_key
BT03-027,신-백스트리트 드림,BT03-027-SR.jpg,6,[액티브: 메인] 조우 유닛보다 파워가 3500 이상 높다면 이 턴이 끝날 때까지 [어태커] 관통[1] (이 유닛이 공격하여 상대 유닛을 전투로 트래시했다면 상대에게 1대미지를 준다)을 얻는다.,UNIT,대지,SR,7000,2,,이펙트;미실리스,어태커;관통:1;액티브,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-027-SR
BT03-028,나가-라스트 걸후드,BT03-028-SPR.jpg,9,[레벨링크: 10] [어태커] 자신의 리더 레벨이 10 이상이라면 돌파[4코스트 이하] (4코스트 이하인 상대 유닛은 이 유닛의 공격을 방어할 수 없다)를 얻는다. 트리거 / 이 카드를 자신의 패에 넣는다.,UNIT,대지,SPR,10000,3,,이펙트;미실리스,레벨링크:10;어태커;트리거,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-028-SPR
BT03-028,나가-라스트 걸후드,BT03-028-UR.jpg,9,[레벨링크: 10] [어태커] 자신의 리더 레벨이 10 이상이라면 돌파[4코스트 이하] (4코스트 이하인 상대 유닛은 이 유닛의 공격을 방어할 수 없다)를 얻는다. 트리거 / 이 카드를 자신의 패에 넣는다.,UNIT,대지,UR,10000,3,,이펙트;미실리스,레벨링크:10;어태커;트리거,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-028-UR
BT03-029,브랜드 뉴 이어,BT03-029-C.jpg,2,"필드에 있는 5코스트 이상인 자신 유닛을 1장 골라, 이 턴이 끝날 때까지 히트+1.",SKILL,대지,C,,,,,,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-029-C
BT03-030,최적의 경로,BT03-030-C.jpg,3,필드에 있는 3코스트 이하인 모든 자신 유닛은 이 턴이 끝날 때까지 히트+1. 3코스트 이하인 자신 유닛이 3장 이상이라면 추가로 카드를 1장 드로우한다.,SKILL,대지,C,,,,,,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-030-C
BT03-031,축제의 끝,BT03-031-R.jpg,3,필드에 있는 3코스트 이하인 자신 유닛을 1장 고른다. 그 유닛의 파워가 조우 유닛의 파워보다 높다면 조우 유닛을 트래시한다.,SKILL,대지,R,,,,,,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-031-R
BT03-032,시크릿 가든,BT03-032-C.jpg,5,필드에 있는 3코스트 이하인 모든 자신 유닛은 이 턴이 끝날 때까지 파워+5000. 3코스트 이하인 자신 유닛이 3장 이상이라면 추가로 히트+1. 트리거 / 이 카드를 트래시한다. 자신의 리더 레벨+1.,SKILL,대지,C,,,,,트리거,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-032-C
BT03-033,레어 메탈 자켓,BT03-033-C.jpg,0,[장착 조건: 5코스트 이상인 유닛] [패시브] 자신의 사이즈+1.,ITEM,대지,C,,,,,패시브,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-033-C
BT03-034,레어 메탈 고글,BT03-034-C.jpg,3,"[장착 조건: 3코스트 이하인 유닛] 파워+2500, 히트+1.",ITEM,대지,C,,,,,,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-034-C
BT03-035,리틀 머메이드-어비스 플라워,BT03-035-L.jpg,,기본면 [서약] 자신의 덱에 [폭풍] 카드만 넣을 수 있다. [각성] 자신의 리더 레벨이 5 이상이라면 이 카드를 뒤집는다. 각성면 [액티브: 메인] 상대의 패가 3장 이상이라면 자신의 패를 1장 골라 트래시할 수 있다. 그러면 상대는 패를 1장 골라 트래시한다.,LEADER,폭풍,L,,,,필그림,서약;각성;기본면;각성면;액티브,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-035-L
BT03-035,리틀 머메이드-어비스 플라워,BT03-035-SPL.jpg,,기본면 [서약] 자신의 덱에 [폭풍] 카드만 넣을 수 있다. [각성] 자신의 리더 레벨이 5 이상이라면 이 카드를 뒤집는다. 각성면 [액티브: 메인] 상대의 패가 3장 이상이라면 자신의 패를 1장 골라 트래시할 수 있다. 그러면 상대는 패를 1장 골라 트래시한다.,LEADER,폭풍,SPL,,,,필그림,서약;각성;기본면;각성면;액티브,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-035-SPL
BT03-036,로산나 : 시크 오션,BT03-036-C.jpg,1,[엑시트] 필드에 있는 [엑시트] 를 가진 자신 유닛 1장마다 카드를 1장 드로우한다.,UNIT,폭풍,C,1000,1,,이펙트;테트라,엑시트,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-036-C
BT03-037,니힐리스타,BT03-037-C.jpg,2,[엑시트] 필드에 있는 상대 유닛을 1장 고른다. 이 턴이 끝날 때까지 필드에 있는 [엑시트] 를 가진 자신 유닛 1장마다 그 유닛의 파워-2500.,UNIT,폭풍,C,2000,1,,이펙트;필그림,엑시트,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-037-C
BT03-038,모더니아-퍼스트 어펙션,BT03-038-R.jpg,2,[엑시트] 상대의 패가 3장 이상이라면 자신의 패를 1장 골라 트래시할 수 있다. 그러면 상대는 패를 1장 골라 트래시한다.,UNIT,폭풍,R,2500,1,,이펙트;필그림,엑시트,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-038-R
BT03-039,신데렐라-유리 공주,BT03-039-SPR.jpg,3,[엑시트] 자신의 트래시 존에서 4코스트인 유닛 카드를 1장 골라 패에 넣는다.,UNIT,폭풍,SPR,3000,1,,이펙트;필그림,엑시트,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-039-SPR
BT03-039,신데렐라-유리 공주,BT03-039-SR.jpg,3,[엑시트] 자신의 트래시 존에서 4코스트인 유닛 카드를 1장 골라 패에 넣는다.,UNIT,폭풍,SR,3000,1,,이펙트;필그림,엑시트,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-039-SR
BT03-040,사쿠라-흑야암행,BT03-040-R.jpg,4,[패시브] 상대가 [트리거] 가 아닌 효과로 카드를 드로우했다면 상대는 패를 4장만 남기고 모두 트래시한다.,UNIT,폭풍,R,5000,2,,이펙트;테트라,패시브,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-040-R
BT03-041,미하라 : 본딩 체인,BT03-041-SPR.jpg,4,[가디언] 희생[1] (인접한 레인에 있는 상대 유닛이 공격할 때 필드에 있는 다른 자신 유닛을 1장 골라 트래시하면 그 유닛의 공격을 방어한다). [엑시트] 상대의 턴이라면 자신의 패에서 [엑시트] 를 가진 유닛 카드나 [엑시트] 를 가진 아이템 카드를 1장 골라 트래시할 수 있다. 그러면 유닛이 없는 자신의 유닛 존에 이 유닛 카드를 배치하고 추가로 자신의 턴이 끝날 때까지 파워+2500. 트리거 / 이 카드를 자신의 패에 넣는다.,UNIT,폭풍,SPR,5500,2,,이펙트;미실리스,가디언;엑시트;희생:1;트리거,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-041-SPR
BT03-041,미하라 : 본딩 체인,BT03-041-SR.jpg,4,[가디언] 희생[1] (인접한 레인에 있는 상대 유닛이 공격할 때 필드에 있는 다른 자신 유닛을 1장 골라 트래시하면 그 유닛의 공격을 방어한다). [엑시트] 상대의 턴이라면 자신의 패에서 [엑시트] 를 가진 유닛 카드나 [엑시트] 를 가진 아이템 카드를 1장 골라 트래시할 수 있다. 그러면 유닛이 없는 자신의 유닛 존에 이 유닛 카드를 배치하고 추가로 자신의 턴이 끝날 때까지 파워+2500. 트리거 / 이 카드를 자신의 패에 넣는다.,UNIT,폭풍,SR,5500,2,,이펙트;미실리스,가디언;엑시트;희생:1;트리거,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-041-SR
BT03-042,마나,BT03-042-C.jpg,5,[패시브] 이 턴 동안 트래시된 상대의 패가 1장 이상이라면 파워+2500.,UNIT,폭풍,C,5500,2,,이펙트;미실리스,패시브,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-042-C
BT03-043,메이든-언더 더 썬,BT03-043-C.jpg,5,[엔트리] 조우 유닛이 4코스트 이하라면 그 유닛은 이 턴이 끝날 때까지 [디펜더] 종결 (방어 선언 즉시 상대의 이번 공격을 종료하고 이 유닛을 트래시한다)을 얻는다.,UNIT,폭풍,C,4500,2,,이펙트;엘리시온,엔트리;디펜더;종결,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-043-C
BT03-044,리틀 머메이드-어비스 플라워,BT03-044-SPR.jpg,6,[엔트리] 상대의 패가 1장 이하라면 조우 유닛을 트래시한다. [액티브: 메인] 상대의 패가 2장 이하라면 이 턴이 끝날 때까지 파워+3000. 트리거 / 이 카드를 트래시한다. 자신의 트래시 존에서 [엑시트] 를 가진 유닛 카드를 1장 골라 패에 넣는다.,UNIT,폭풍,SPR,6000,2,,이펙트;필그림,엔트리;엑시트;트리거;액티브,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-044-SPR
BT03-044,리틀 머메이드-어비스 플라워,BT03-044-UR.jpg,6,[엔트리] 상대의 패가 1장 이하라면 조우 유닛을 트래시한다. [액티브: 메인] 상대의 패가 2장 이하라면 이 턴이 끝날 때까지 파워+3000. 트리거 / 이 카드를 트래시한다. 자신의 트래시 존에서 [엑시트] 를 가진 유닛 카드를 1장 골라 패에 넣는다.,UNIT,폭풍,UR,6000,2,,이펙트;필그림,엔트리;엑시트;트리거;액티브,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-044-UR
BT03-045,D : 킬러 와이프-시크릿 파티 클리너,BT03-045-R.jpg,7,[엔트리] 필드에 있는 자신 유닛을 1장 골라 트래시한다. 그러면 필드에 있는 모든 자신 유닛은 이 턴이 끝날 때까지 [엑시트] 귀환 (이 턴이 끝날 때 이 유닛 카드를 자신의 트래시 존에서 자신의 패로 되돌린다)을 얻는다.,UNIT,폭풍,R,7000,3,,이펙트;엘리시온,엔트리;엑시트;귀환,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-045-R
BT03-046,킬 더 로드,BT03-046-C.jpg,2,필드에 있는 2코스트 이하인 자신 유닛을 1장 골라 트래시한다. 그러면 카드를 1장 드로우한다.,SKILL,폭풍,C,,,,,,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-046-C
BT03-047,M.M.R. 연구소,BT03-047-C.jpg,2,필드에 있는 [엑시트] 를 가진 모든 자신 유닛은 이 턴이 끝날 때까지 파워+2000.,SKILL,폭풍,C,,,,,엑시트,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-047-C
BT03-048,궤도 엘리베이터,BT03-048-R.jpg,2,자신의 트래시 존에서 4코스트 이상 6코스트 이하인 유닛 카드를 1장 골라 패에 넣는다. 트리거 / 이 카드를 트래시한다. 상대의 패가 3장 이상이라면 상대는 패를 1장 골라 트래시한다.,SKILL,폭풍,R,,,,,트리거,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-048-R
BT03-049,본딩 페인,BT03-049-C.jpg,3,필드에 있는 자신 유닛을 1장 고른다. 필드에 있는 다른 모든 자신 유닛의 파워가 이 턴이 끝날 때까지 그 유닛의 파워만큼 증가한다. 그 유닛을 트래시한다.,SKILL,폭풍,C,,,,,,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-049-C
BT03-049,본딩 페인,BT03-049-SR.jpg,3,필드에 있는 자신 유닛을 1장 고른다. 필드에 있는 다른 모든 자신 유닛의 파워가 이 턴이 끝날 때까지 그 유닛의 파워만큼 증가한다. 그 유닛을 트래시한다.,SKILL,폭풍,SR,,,,,,승리의 여신: 니케 니벨아레나 스페셜 부스터 팩 2025 SB01,승리의 여신: 니케,BT03-049-SR
BT03-050,갓데시움 베스트,BT03-050-C.jpg,2,[장착 조건: 없음] [엑시트] 상대의 패가 3장 이하라면 필드에 있는 3코스트 이하인 상대 유닛을 1장 골라 트래시한다.,ITEM,폭풍,C,,,,,엑시트,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-050-C
BT03-051,갓데시움 암가드,BT03-051-C.jpg,3,[장착 조건: 없음] [액티브: 메인] 필드에 있는 [엑시트] 를 가진 다른 자신 유닛을 1장 고른다. 상대의 턴이 끝날 때까지 그 유닛이 가진 [엑시트] 효과를 하나 골라 얻는다.,ITEM,폭풍,C,,,,,엑시트;액티브,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-051-C
BT03-052,마스트 : 로망틱 메이드,BT03-052-L.jpg,,기본면 [서약] 자신의 덱에 [파도] 카드만 넣을 수 있다. [각성] 자신의 리더 레벨이 6 이상이라면 이 카드를 뒤집는다. 각성면 [액티브: 메인] 자신의 스킬 존에서 3코스트인 스킬을 1장 골라 트래시한다. 그러면 필드에 있는 [엔트리] 를 가진 자신 유닛을 1장 고른다. 그 유닛이 가진 [엔트리] 효과를 하나 골라 발동한다.,LEADER,파도,L,,,,엘리시온,서약;각성;엔트리;기본면;각성면;액티브,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-052-L
BT03-052,마스트 : 로망틱 메이드,BT03-052-SPL.jpg,,기본면 [서약] 자신의 덱에 [파도] 카드만 넣을 수 있다. [각성] 자신의 리더 레벨이 6 이상이라면 이 카드를 뒤집는다. 각성면 [액티브: 메인] 자신의 스킬 존에서 3코스트인 스킬을 1장 골라 트래시한다. 그러면 필드에 있는 [엔트리] 를 가진 자신 유닛을 1장 고른다. 그 유닛이 가진 [엔트리] 효과를 하나 골라 발동한다.,LEADER,파도,SPL,,,,엘리시온,서약;각성;엔트리;기본면;각성면;액티브,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-052-SPL
BT03-053,루드밀라 : 윈터 오너,BT03-053-C.jpg,1,[엔트리] 카드를 1장 드로우한다. 그러면 상대는 카드를 1장 드로우한다.,UNIT,파도,C,2000,1,,이펙트;테트라,엔트리,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-053-C
BT03-054,앨리스 : 원더랜드 바니,BT03-054-C.jpg,2,[엔트리] 자신의 덱 맨 위에서 카드를 1장 트래시한다. 그 카드가 스킬 카드라면 효과를 발동할 수 있다. 아니라면 카드를 1장 드로우하고 상대는 카드를 1장 드로우한다.,UNIT,파도,C,2500,1,,이펙트;테트라,엔트리,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-054-C
BT03-055,메어리 : 베이 갓데스,BT03-055-R.jpg,2,"[엔트리] 자신의 덱 맨 위에서 카드를 3장 공개하고, 그중 스킬 카드를 1장 골라 패에 넣는다. 나머지는 모두 트래시한다.",UNIT,파도,R,2500,1,,이펙트;테트라,엔트리,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-055-R
BT03-056,하란-연회의 마녀,BT03-056-C.jpg,3,[엔트리] 조우 유닛은 상대의 턴이 끝날 때까지 공격할 수 없다. [디펜더] 이 방어가 끝날 때까지 파워+2000.,UNIT,파도,C,2000,1,,이펙트;필그림,엔트리;디펜더,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-056-C
BT03-057,폴크방-모이스트 래빗,BT03-057-SPR.jpg,3,[액티브: 메인] 상대는 카드를 1장 드로우한다. 자신의 패에서 유닛 카드를 1장 골라 트래시한다. 상대는 트래시한 카드와 코스트가 같은 카드를 패에서 1장 골라 트래시할 수 있다. 트래시하지 않았다면 상대는 트래시한 유닛 카드의 히트만큼 대미지를 받는다. 트리거 / 이 카드를 트래시한다. 카드를 1장 드로우한다.,UNIT,파도,SPR,2500,1,,이펙트;테트라,트리거;액티브,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-057-SPR
BT03-057,폴크방-모이스트 래빗,BT03-057-SR.jpg,3,[액티브: 메인] 상대는 카드를 1장 드로우한다. 자신의 패에서 유닛 카드를 1장 골라 트래시한다. 상대는 트래시한 카드와 코스트가 같은 카드를 패에서 1장 골라 트래시할 수 있다. 트래시하지 않았다면 상대는 트래시한 유닛 카드의 히트만큼 대미지를 받는다. 트리거 / 이 카드를 트래시한다. 카드를 1장 드로우한다.,UNIT,파도,SR,2500,1,,이펙트;테트라,트리거;액티브,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-057-SR
BT03-058,페퍼-오션 비타민,BT03-058-C.jpg,4,[패시브] 필드에 있는 상대 유닛이 공격할 때마다 카드를 1장 드로우한다.,UNIT,파도,C,4000,2,,이펙트;미실리스,패시브,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-058-C
BT03-059,앵커 : 이노센트 메이드,BT03-059-R.jpg,4,[엔트리] 자신의 패를 2장 골라 트래시할 수 있다. 그러면 상대의 턴이 끝날 때까지 상대는 패에서 5코스트 이상인 유닛을 배치할 수 없다. [디펜더] 이 방어가 끝날 때까지 파워+1000.,UNIT,파도,R,3000,2,,이펙트;엘리시온,엔트리;디펜더,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-059-R
BT03-059,앵커 : 이노센트 메이드,BT03-059-SR.jpg,4,[엔트리] 자신의 패를 2장 골라 트래시할 수 있다. 그러면 상대의 턴이 끝날 때까지 상대는 패에서 5코스트 이상인 유닛을 배치할 수 없다. [디펜더] 이 방어가 끝날 때까지 파워+1000.,UNIT,파도,SR,3000,2,,이펙트;엘리시온,엔트리;디펜더,승리의 여신: 니케 니벨아레나 스페셜 부스터 팩 2025 SB01,승리의 여신: 니케,BT03-059-SR
BT03-060,헬름-애프터 샤워,BT03-060-SPR.jpg,5,[엔트리] 이 유닛은 이 턴이 끝날 때까지 공격할 수 없다. 상대의 패가 5장보다 많다면 그 차이만큼 상대에게 대미지를 준다. [디펜더] 이 방어가 끝날 때까지 파워+1000.,UNIT,파도,SPR,4000,2,,이펙트;엘리시온,엔트리;디펜더,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-060-SPR
BT03-060,헬름-애프터 샤워,BT03-060-SR.jpg,5,[엔트리] 이 유닛은 이 턴이 끝날 때까지 공격할 수 없다. 상대의 패가 5장보다 많다면 그 차이만큼 상대에게 대미지를 준다. [디펜더] 이 방어가 끝날 때까지 파워+1000.,UNIT,파도,SR,4000,2,,이펙트;엘리시온,엔트리;디펜더,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-060-SR
BT03-061,마스트 : 로망틱 메이드,BT03-061-SPR.jpg,6,[가디언] 방벽[2] (인접한 레인에 있는 상대 유닛이 공격할 때 자신의 패를 2장 트래시하면 그 유닛의 공격을 방어한다). [디펜더] 이 방어가 끝날 때까지 파워+4000. 트리거 / 이 카드를 자신의 패에 넣는다.,UNIT,파도,SPR,6000,2,,이펙트;엘리시온,가디언;디펜더;방벽:2;트리거,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-061-SPR
BT03-061,마스트 : 로망틱 메이드,BT03-061-UR.jpg,6,[가디언] 방벽[2] (인접한 레인에 있는 상대 유닛이 공격할 때 자신의 패를 2장 트래시하면 그 유닛의 공격을 방어한다). [디펜더] 이 방어가 끝날 때까지 파워+4000. 트리거 / 이 카드를 자신의 패에 넣는다.,UNIT,파도,UR,6000,2,,이펙트;엘리시온,가디언;디펜더;방벽:2;트리거,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-061-UR
BT03-062,메어리-메디컬 래빗,BT03-062-R.jpg,7,[엔트리] 자신의 패를 1장 골라 트래시할 수 있다. 그러면 자신의 스킬 존에서 스킬을 1장 골라 효과를 발동한다. [디펜더] 이 방어가 끝날 때까지 파워+2000.,UNIT,파도,R,5500,3,,이펙트;테트라,엔트리;디펜더,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-062-R
BT03-063,다시 하면 돼!,BT03-063-C.jpg,3,필드에 있는 상대 유닛을 1장 고른다. 그 유닛은 상대의 턴이 끝날 때까지 공격할 수 없다.,SKILL,파도,C,,,,,,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-063-C
BT03-064,로망틱 발렌타인,BT03-064-C.jpg,3,필드에 있는 [디펜더] 를 가진 자신 유닛을 1장 골라 그 유닛의 히트만큼 자신의 패를 골라 트래시할 수 있다. 그러면 조우 유닛을 주인의 패로 되돌린다. 트리거 / 이 카드를 트래시한다. 카드를 1장 드로우한다.,SKILL,파도,C,,,,,디펜더;트리거,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-064-C
BT03-065,따뜻한 목욕,BT03-065-R.jpg,3,필드에 있는 [엔트리] 를 가진 자신 유닛 1장마다 카드를 1장 드로우한다. 상대의 턴이 끝날 때까지 상대는 [엔트리] 효과를 발동할 수 없다.,SKILL,파도,R,,,,,엔트리,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-065-R
BT03-065,따뜻한 목욕,BT03-065-SR.jpg,3,필드에 있는 [엔트리] 를 가진 자신 유닛의 수만큼 카드를 드로우한다. 상대의 턴이 끝날 때까지 상대는 [엔트리] 효과를 발동할 수 없다.,SKILL,파도,SR,,,,,엔트리,승리의 여신: 니케 니벨아레나 스페셜 부스터 팩 2025 SB01,승리의 여신: 니케,BT03-065-SR
BT03-066,블루워터 아일랜드,BT03-066-C.jpg,5,자신의 패가 7장 이상이라면 6장이 되도록 카드를 골라 트래시한다. 그러면 트래시한 카드 1장마다 상대에게 1대미지를 준다.,SKILL,파도,C,,,,,,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-066-C
BT03-067,갓데시움 건틀렛,BT03-067-C.jpg,2,[장착 조건: 없음] [엑시트] 자신의 패를 1장 골라 트래시할 수 있다. 그러면 유닛이 없는 자신의 유닛 존에 이 유닛 카드를 배치한다.,ITEM,파도,C,,,,,엑시트,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-067-C
BT03-068,갓데시움 고글,BT03-068-C.jpg,2,[장착 조건: 디펜더를 가진 유닛] 파워+3000.,ITEM,파도,C,,,,,,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-068-C
BT03-069,레비아탄,BT03-069-L.jpg,,기본면 [서약] 자신의 덱에 [번개] 카드만 넣을 수 있다. [각성] 자신의 리더 레벨이 6 이상이라면 이 카드를 뒤집는다. 각성면 [액티브: 메인] 자신의 덱 맨 위에서 카드를 3장 트래시한다. 이 효과로 트래시된 아이템 카드가 1장 이상이라면 카드를 1장 드로우한다.,LEADER,번개,L,,,,필그림,서약;각성;기본면;각성면;액티브,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-069-L
BT03-069,레비아탄,BT03-069-SPL.jpg,,기본면 [서약] 자신의 덱에 [번개] 카드만 넣을 수 있다. [각성] 자신의 리더 레벨이 6 이상이라면 이 카드를 뒤집는다. 각성면 [액티브: 메인] 자신의 덱 맨 위에서 카드를 3장 트래시한다. 이 효과로 트래시된 아이템 카드가 1장 이상이라면 카드를 1장 드로우한다.,LEADER,번개,SPL,,,,필그림,서약;각성;기본면;각성면;액티브,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-069-SPL
BT03-070,프리바티 : 언카인드 메이드,BT03-070-C.jpg,1,[암드] 아이템을 장착하고 있다면 파워+2000.,UNIT,번개,C,2000,1,,이펙트;엘리시온,암드,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-070-C
BT03-071,드레이크-메이드 포 빌런,BT03-071-C.jpg,2,"[엔트리] 필드에 아이템을 장착한 자신 유닛이 존재한다면 자신의 덱 맨 위에서 카드를 3장 공개하고, 그중 아이템 카드를 1장 골라 패에 넣는다. 나머지는 모두 트래시한다.",UNIT,번개,C,3000,1,,이펙트;미실리스,엔트리,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-071-C
BT03-072,크라운,BT03-072-C.jpg,2,[엑시트] 자신의 트래시 존에서 2코스트인 아이템 카드를 1장 골라 패에 넣는다.,UNIT,번개,C,2000,1,,이펙트;필그림,엑시트,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-072-C
BT03-073,소다 : 트윙클링 바니,BT03-073-R.jpg,3,[암드] [액티브: 메인] 이 유닛이 장착한 아이템 1장마다 자신의 덱 맨 위에서 카드를 3장 트래시한다. 이 턴이 끝날 때까지 이 효과로 트래시된 아이템 카드 1장마다 히트+1. 트리거 / 이 카드를 트래시한다. 카드를 2장 드로우한다. 그러면 자신의 패를 2장 골라 트래시한다.,UNIT,번개,R,4500,1,,이펙트;테트라,암드;트리거;액티브,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-073-R
BT03-073,소다 : 트윙클링 바니,BT03-073-SR.jpg,3,[암드] [액티브: 메인] 이 유닛이 장착한 아이템 1장마다 자신의 덱 맨 위에서 카드를 3장 트래시한다. 이 턴이 끝날 때까지 이 효과로 트래시된 아이템 카드 1장마다 히트+1. 트리거 / 이 카드를 트래시한다. 카드를 2장 드로우한다. 그러면 자신의 패를 2장 골라 트래시한다.,UNIT,번개,SR,4500,1,,이펙트;테트라,암드;트리거;액티브,승리의 여신: 니케 니벨아레나 스페셜 부스터 팩 2025 SB01,승리의 여신: 니케,BT03-073-SR
BT03-074,트로니-스위트 스텝,BT03-074-R.jpg,3,[암드] 이 유닛이 장착한 아이템 1장마다 파워+1000. 2장 이상 장착하고 있다면 추가로 「 [엑시트] 필드에 있는 아이템을 장착하지 않은 유닛을 1장 골라 트래시할 수 있다」를 얻는다.,UNIT,번개,R,3000,1,,이펙트;미실리스,암드;엑시트,승리의 여신: 니케 니벨아레나 부스터 팩 BT03 <언브레이커블>,승리의 여신: 니케,BT03-074-R
